,index,ID,genre_x,book_lenght,book_sen,book_word,lenght_book,number_sen,number_word,number_of_stop_words,number_of_foreignwords,count_dial_break,noun,verb,adj,ProperNoun,num,Puch,she,he,she_he_ratio,period,comma,colon,semi_colon,exl,q,genre_y,positive_x,negative_x,neutral,compund,genre,positive_y,negative_y,anger,disgust,fear,sadness,anticipation,joy,surprise,trust
20,111,211,Allegories,337103,4179,73579,0.006205323586429374,0.00650974124596354,0.0061440844972570855,0.3728237676510961,6.795417170660108e-05,9,0.18615365797306296,0.1546365131355414,0.06452928145258838,0.0,0.005653787085989209,0.056796096712377175,1722,2433,0.7077681874229347,0.04570597588985988,0.06870166759537367,0.003261800241916851,0.010492124111499204,0.005653787085989209,0.005653787085989209,Allegories,5.384063173007897e-05,0.0,0.00018545106484804975,0.00010538406317300791,Allegories,0.08239663766982648,0.12970384126673515,0.05981819958948353,0.026390382171830817,0.07496823379923752,0.06753982992864856,0.06235949565047466,0.04711171928452781,0.05033721043886272,0.06235949565047466
21,733,340,Literary,269336,3466,60210,0.004957882408268517,0.005399081875690268,0.0050277297541397575,0.36967281182527817,8.304268393954493e-05,118,0.170436804517522,0.16176714831423353,0.05196811160936722,0.0,0.006527154957648231,0.05758179704368045,1191,1547,0.7698771816418876,0.051602723800033216,0.052632453080883566,0.0007972097658196312,0.0014117256269722638,0.002391629297458894,0.005264906161767148,Literary,0.0,0.0,0.00028851702250432774,0.0,Literary,0.093102543928666,0.06150013113034315,0.020325203252032516,0.008261211644374522,0.024390243902438977,0.029897718332021924,0.05022292158405425,0.040125885129818836,0.03815892997639635,0.06268030422239665
22,70,170,Love and Romance,376355,6927,88429,0.00692786643361414,0.01079037511624538,0.007384107530789313,0.3662712458582592,5.65425369505479e-05,223,0.16153071956032522,0.16780694116183606,0.03955715885060331,0.0,0.0043311583304119685,0.07833403069128905,1633,1825,0.8947945205479452,0.06432279003494329,0.04800461387101517,0.0007463614877472322,0.0061405195128295025,0.004873966685137229,0.00969139083332391,Love and Romance,4.532986862999856e-05,0.0,9.903277031904145e-05,0.00011940233867475096,Love and Romance,0.09512087912088026,0.09617582417582532,0.031999999999999765,0.014857142857142881,0.042725274725274716,0.05274725274725296,0.04835164835164847,0.0575824175824179,0.04712087912087922,0.05274725274725296
23,43,143,Love and Romance,463532,4722,101473,0.008532602951219007,0.007355587021641501,0.00847332372266772,0.3827520621249002,0.00017738708819094734,236,0.21346565096133946,0.14497452524316815,0.057128497235717876,0.0,0.003409774028559321,0.04654440097365802,2100,2830,0.7420494699646644,0.039705143240073716,0.057867610103180166,0.0008672257644890759,0.003114128881574409,0.0037842578814068772,0.003419628866792152,Love and Romance,0.0,0.0,0.00021177467174925878,0.0,Love and Romance,0.07929554017348603,0.07780601068956419,0.030842022255322756,0.015421011127661385,0.034609655655830934,0.0386401472005606,0.04275825812669745,0.03767633400508177,0.0381144309121176,0.048365898536756116
24,92,192,Allegories,140074,1359,30962,0.0025784537546254646,0.0021169510297354512,0.002585427149106048,0.4034946062915832,0.0,77,0.1807376784445449,0.15609456753439702,0.059298494929268135,0.0,0.005038434209676378,0.043892513403526914,649,608,1.0674342105263157,0.0375621729862412,0.06633938376073897,0.001873264001033525,0.007170079452231769,0.0036173373813061173,0.0029390866223112204,Allegories,0.00020529801324503316,0.0,0.0005305371596762325,0.0006653421633554084,Allegories,0.10836594911937247,0.07729941291585085,0.031066536203522507,0.017367906066536203,0.03938356164383562,0.053326810176125235,0.06824853228962803,0.0511252446183953,0.038405088062622314,0.06629158512720146
25,936,374,Literary,355235,5785,80637,0.006539093761328847,0.009011450851375708,0.006733450326931864,0.3503850589679676,3.720376502102013e-05,33,0.18646527028535287,0.1541351984820864,0.05483834964098367,0.0,0.004538859332564454,0.0717288589605268,2656,1841,1.4426941879413362,0.056090876396691344,0.03251609062837159,0.0012401255007006712,0.0006076614953433288,0.008234433324652455,0.007651574339323139,Literary,0.0,7.675021607605876e-05,9.611063094209162e-05,-8.515125324114088e-05,Literary,0.08824659112732745,0.10130593431918376,0.04042634914538143,0.016516228154407488,0.057614749375840615,0.04513155367774176,0.04945265988092983,0.04878048780487835,0.05127712694449812,0.04868446322258528
26,458,357,Literary,274255,3573,61236,0.0050484303616289035,0.00556575866758261,0.005113404072820165,0.3782578875171468,8.165131621921746e-05,183,0.1903945391599713,0.161832908746489,0.04894179894179894,0.0,0.004523482918544647,0.058380691096740475,973,2340,0.4158119658119657,0.04931739499640734,0.05998105689463714,0.0005388986870468351,0.0016983473773597233,0.004049905284473186,0.006613756613756613,Literary,2.8267562272600054e-05,4.254128183599216e-05,0.0002090680100755668,-2.6756227260005603e-05,Literary,0.07167146220245835,0.09351294794663892,0.04067486267329305,0.01726392885168718,0.048652890400208884,0.04355218414857417,0.039497776615223495,0.03086581218938012,0.046821867643211806,0.050745487836776966
27,688,402,Sea and Adventure,342382,3074,75733,0.0063024983467037145,0.004788452881094023,0.006323950464545195,0.3888133310445909,0.0002112685355129204,250,0.18644448259015226,0.15620667344486552,0.05016307290084904,0.0,0.004568682080466903,0.04058996738541983,1496,1212,1.2343234323432344,0.035030964044736115,0.07002231523906355,0.0008318698585821241,0.0054533690729272576,0.0024956095757463718,0.005611820474561948,Sea and Adventure,0.0,0.0,0.0003253090435914118,0.0,Sea and Adventure,0.08328115216030009,0.0884992694635768,0.032352327280317464,0.01440200375704443,0.038822792736381014,0.0464412439991655,0.049989563765393895,0.03496138593195599,0.05301607180129458,0.06063452306407908
28,20,350,Literary,292103,2940,61671,0.005376972722185147,0.004579717459471837,0.005149727979863028,0.4035446157837557,6.486030711355418e-05,65,0.2059801203158697,0.15452968169804285,0.05728786625804672,0.0,0.003437596277018372,0.047996627264030096,1042,1990,0.5236180904522613,0.04663456081464546,0.05188824569084335,0.0010215498370384783,0.0007458935318058732,0.0020593147508553454,0.0014917870636117461,Literary,4.863945578231292e-05,3.231292517006803e-05,0.00025918367346938775,8.503401360544217e-05,Literary,0.10105662422107944,0.08845841235437643,0.03684638309401247,0.0158493633161745,0.04944459496071548,0.041587645624492096,0.060146301815226635,0.03847195881874834,0.04605797886751575,0.06922243294500192
29,546,396,Sea and Adventure,337135,3919,74486,0.006205912635932837,0.006104732218935418,0.00621982193102232,0.39982010042155575,0.00010740273339956501,116,0.1737776226404962,0.1664473860859759,0.049364981338775066,0.0,0.004108154552533362,0.05260048868243697,2680,1909,1.4038763750654792,0.04596836989501383,0.058078028085814776,0.0013022581424697258,0.0043498107026823845,0.005370136669978251,0.003839647719034449,Sea and Adventure,7.399846899719315e-05,0.0,0.0001811686654758867,0.00021829548354171984,Sea and Adventure,0.0774634146341464,0.11297560975609765,0.037073170731707336,0.0158048780487805,0.051512195121951265,0.06917073170731712,0.05443902439024394,0.04009756097560978,0.05121951219512199,0.05473170731707321
30,52,152,Western Stories,74812,678,16323,0.0013771241079075368,0.0010561389243271787,0.001363023298070474,0.4176928260736385,6.126324817741837e-05,5,0.17429394106475524,0.16896403847331987,0.05409544814066042,0.0,0.004717270109661214,0.04147521901611224,80,278,0.28776978417266186,0.03816700361453165,0.04551859339582184,0.0007964222263064387,0.006493904306806347,0.0009189487226612756,0.0030018991606935,Western Stories,0.00020206489675516227,0.0001017699115044248,0.0011710914454277287,0.0012199115044247786,Western Stories,0.08076009501187634,0.08646080760094996,0.03752969121140138,0.012351543942992878,0.03800475059382418,0.03420427553444177,0.045605700712589015,0.02755344418052254,0.03800475059382418,0.05890736342042745
31,54,154,Western Stories,488127,8798,115440,0.008985342718020935,0.013704882383820824,0.009639613400064664,0.31475225225225223,0.00014726264726264726,212,0.1886781011781012,0.16513340263340262,0.04285343035343035,0.0,0.005206167706167706,0.07623873873873874,828,3331,0.2485740018012609,0.06526334026334027,0.050225225225225226,0.00014726264726264726,6.063756063756064e-05,0.003170478170478171,0.009745322245322246,Western Stories,2.1027506251420776e-05,1.250284155489884e-05,8.013184814730621e-05,4.568083655376222e-05,Western Stories,0.06820434868812318,0.09133566849514348,0.04698962395082905,0.01771198202366001,0.04137201771198185,0.04117374925649313,0.039851959553234964,0.026700152005816,0.041966823078448026,0.04540347630691925
32,192,292,Humorous and Wit and Satire,293900,3139,65817,0.0054100515333639675,0.004889705137851053,0.005495932390437076,0.41759727729917795,6.077457191910905e-05,120,0.15395718431408298,0.173602564686935,0.05161280520230336,0.0,0.004785997538629837,0.047692845313520825,440,1620,0.2716049382716049,0.04624944923044198,0.057705456037194035,0.0014130087971192856,0.002522144734643025,0.0020055608733305984,0.0041630581764589706,Humorous and Wit and Satire,5.3201656578528194e-05,0.0,0.0002653711373048741,0.000167792290538388,Humorous and Wit and Satire,0.08254771211772853,0.08013336399172244,0.03092664980455258,0.015750747298229496,0.034835594389514585,0.03702000459875807,0.05173603127155621,0.0351805012646583,0.042653483559438606,0.0597838583582427
33,26,126,Detective and Mystery,327631,3767,73080,0.006030964933404456,0.00586795771082667,0.006102416383201021,0.39441707717569785,0.00019157088122605365,60,0.17625889436234266,0.15194307608100713,0.060550082101806235,0.0,0.005391351943076082,0.05154625068418172,709,2176,0.3258272058823529,0.039846743295019166,0.0460727969348659,0.0003968253968253968,0.009113300492610835,0.007895457033388068,0.006458675424192666,Detective and Mystery,4.88452349349615e-05,1.645872046721529e-05,0.00019989381470666317,0.0001833820015927794,Detective and Mystery,0.06696263411024864,0.0938463435688755,0.03958564557898642,0.018991244296460687,0.04501171537797533,0.0480947095819463,0.04168208163768669,0.02737698853126149,0.045628314218769526,0.05352077938093521
